Carrier,Tons,Commodity,Customers,Date
LLT,22000,COAL,Essar,6/12/2017
LLT,18000,STONE,CRH,6/13/2017
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),6/13/2017
ALGOMA,28000,SALT,Sifto,6/13/2017
ALGOMA,27500,ORE,USS,6/13/2017
LLT,26000,ORE,Algoma Steel,6/13/2017
CSL,37684,ILMENITE ORE,QIT,6/14/2017
CSL,24857,SALT,Windsor Salt,6/14/2017
ALGOMA,27900,COAL,Arcelor Mittal (Dofasco),6/14/2017
ALGOMA,29500,ORE,USS,6/14/2017
LLT,18000,SLAG,Essroc,6/14/2017
CSL,27440,GRAIN,ADM AGRI,6/14/2017
CSL,29478,STONE,LafargeHolcim,6/15/2017
ALGOMA,29500,STONE,Arcelor Mittal (QCM),6/15/2017
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),6/15/2017
ALGOMA,18000,SALT,Sifto,6/15/2017
ALGOMA,27000,SALT,Sifto,6/15/2017
LLT,22000,SALT,Sifto,6/15/2017
CSL,30479,SALT,Windsor Salt,6/15/2017
CSL,30571,ORE,USS,6/15/2017
ALGOMA,28000,SALT,Sifto,6/15/2017
CSL,28926,STONE,OTR,6/15/2017
LLT,22000,COKE,Essar,6/16/2017
CSL,20362,SALT,Windsor Salt,6/16/2017
LLT,24000,SALT,Windsor Salt,6/16/2017
LLT,18000,STONE,CRH,6/16/2017
ALGOMA,27500,STONE,Ontario Trap Rock,6/16/2017
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),6/16/2017
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),6/17/2017
LLT,22000,CLINKER,St Mary's Cement,6/17/2017
ALGOMA,29650,ORE,Arcelor Mittal (Dofasco),6/17/2017
LLT,26000,STONE,South West Sales,6/17/2017
LLT,25200,GRAIN,Richardson,6/17/2017
LLT,18000,STONE,CRH,6/18/2017
CSL,27952,GYPSUM,CertainTeed,6/18/2017
ALGOMA,28300,ORE,Arcelor Mittal (Dofasco),6/18/2017
CSL,38800,ILMENITE ORE,QIT,6/18/2017
ALGOMA,27900,STONE,Waterford,6/18/2017
LLT,22000,GRAIN,Richardson,6/18/2017
CSL,33089,ORE,Stelco,6/18/2017
CSL,24845,SALT,Windsor Salt,6/18/2017
ALGOMA,29500,STONE,Arcelor Mittal (QCM),6/19/2017
ALGOMA,29704,GRAIN,Richardson,6/19/2017
LLT,26000,ORE,Algoma Steel,6/19/2017
CSL,29245,ORE,Cliffs Inc.,6/19/2017
LLT,18000,STONE,CRH,6/19/2017
ALGOMA,18000,SLAG,Bay Aggregates,6/19/2017
CSL,30314,SALT,Windsor Salt,6/19/2017
ALGOMA,28800,ORE,Arcelor Mittal (Dofasco),6/19/2017
CSL,27313,STONE,LafargeHolcim,6/19/2017
CSL,20013,GRAIN,ADM Milling,6/20/2017
ALGOMA,28100,ORE,USS,6/20/2017
LLT,24000,GRAIN,ADM Agri,6/20/2017
CSL,29328,ORE,USS,6/20/2017
ALGOMA,27200,ORE,Arcelor Mittal (USA),6/20/2017
LLT,18000,STONE,CRH,6/20/2017
CSL,28396,GRAIN,ADM AGRI,6/21/2017
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),6/21/2017
ALGOMA,28000,SLAG,LafargeHolcim,6/21/2017
ALGOMA,27900,SALT,Sifto,6/21/2017
ALGOMA,29650,ORE,Arcelor Mittal (Dofasco),6/21/2017
LLT,22000,SALT,Cargill,6/22/2017
LLT,18000,STONE,CRH,6/22/2017
CSL,25097,SALT,Windsor Salt,6/22/2017
CSL,18409,SLAG,CRISTAL,6/22/2017
CSL,28652,GRAIN,Viterra,6/22/2017
CSL,25333,GRAIN,Cargill,6/22/2017
ALGOMA,27500,STONE,LafargeHolcim,6/23/2017
ALGOMA,28300,GRAIN,G3,6/23/2017
LLT,26000,ORE,Algoma Steel,6/23/2017
ALGOMA,27900,SLAG,Essar,6/23/2017
CSL,38355,ILMENITE ORE,QIT,6/23/2017
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),6/23/2017
CSL,26497,GRAIN,Viterra,6/23/2017
LLT,18000,STONE,CRH,6/24/2017
CSL,30281,COAL,Stelco,6/24/2017
LLT,22000,COKE,Essar,6/24/2017
LLT,22000,Unknown,Unknown,6/24/2017
ALGOMA,27500,ORE,Arcelor Mittal (USA),6/24/2017
ALGOMA,29500,ORE,Arcelor Mittal (USA),6/24/2017
CSL,30228,SALT,Windsor Salt,6/24/2017
CSL,26447,COKE,Koch Carbon,6/24/2017
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),6/24/2017
CSL,29221,ORE,USS,6/25/2017
ALGOMA,28800,COAL,Arcelor Mittal (QCM),6/25/2017
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),6/25/2017
ALGOMA,27500,SALT,Sifto,6/25/2017
CSL,38678,ILMENITE ORE,QIT,6/25/2017
LLT,18000,SALT,Cargill,6/25/2017
CSL,28993,COAL,Stelco,6/25/2017
ALGOMA,27000,ORE,Arcelor Mittal (USA),6/26/2017
ALGOMA,29500,ORE,Arcelor Mittal (Dofasco),6/26/2017
LLT,26000,ORE,Algoma Steel,6/26/2017
LLT,22000,GRAIN,Hansen Mueller,6/26/2017
LLT,22000,COAL,Unknown,6/27/2017
LLT,22000,SALT,Cargill,6/27/2017
ALGOMA,28000,SLAG,LafargeHolcim,6/28/2017
ALGOMA,28500,ORE,Cliffs Inc.,6/28/2017
CSL,24962,SALT,Windsor Salt,6/28/2017
CSL,32909,ORE,Stelco,6/28/2017
CSL,28096,COAL,Stelco,6/28/2017
ALGOMA,27500,STONE,LafargeHolcim,6/28/2017
ALGOMA,27900,GRAIN,Richardson,6/28/2017
ALGOMA,18000,SALT,Sifto,6/28/2017
ALGOMA,27900,COAL,Arcelor Mittal (Dofasco),6/28/2017
LLT,24000,STONE,South West Sales,6/28/2017
LLT,26000,ORE,Algoma Steel,6/29/2017
CSL,24914,STONE,LafargeHolcim,6/29/2017
ALGOMA,27200,SAND,Lakeshore Sand,6/29/2017
CSL,6505,PIG IRON,RTSA,6/29/2017
CSL,33938,ORE,Stelco,6/29/2017
ALGOMA,27500,ORE,USS,6/29/2017
ALGOMA,29704,ORE,Arcelor Mittal (Dofasco),6/29/2017
CSL,30943,ORE,USS,6/29/2017
LLT,18000,STONE,CRH,6/30/2017
ALGOMA,28500,COKE,Arcelor Mittal (QCM),6/30/2017
CSL,29253,SALT,Windsor Salt,6/30/2017
ALGOMA,28000,SALT,Sifto,7/1/2017
CSL,30721,GRAIN,Richardson,7/1/2017
ALGOMA,18000,STONE,South West Sales,7/1/2017
ALGOMA,29650,GRAIN,Cargill,7/1/2017
LLT,26000,ORE,Algoma Steel,7/1/2017
ALGOMA,27500,COAL,Teck,7/2/2017
ALGOMA,29500,GRAIN,P & H,7/2/2017
ALGOMA,28100,ORE,Arcelor Mittal (Dofasco),7/2/2017
CSL,34161,ORE,Stelco,7/2/2017
LLT,18000,STONE,CRH,7/2/2017
ALGOMA,27500,SALT,Sifto,7/2/2017
ALGOMA,27900,COAL,St Mary's Cement,7/2/2017
CSL,29093,ORE,USS,7/2/2017
CSL,26816,GRAIN,Viterra,7/2/2017
ALGOMA,28000,SALT,Sifto,7/2/2017
LLT,22000,STONE,Bluewater Asphalt,7/3/2017
LLT,26000,ORE,Algoma Steel,7/3/2017
LLT,25200,GRAIN,Richardson,7/3/2017
CSL,25966,ORE,Stelco,7/3/2017
LLT,22000,STONE,LafargeHolcim,7/3/2017
LLT,22000,STONE,South West Sales,7/3/2017
CSL,24517,SALT,Windsor Salt,7/3/2017
ALGOMA,27000,STONE,LafargeHolcim,7/4/2017
ALGOMA,18000,SALT,Sifto,7/4/2017
ALGOMA,28800,ORE,Arcelor Mittal (Dofasco),7/4/2017
LLT,24000,STONE,Ontario Trap Rock,7/4/2017
ALGOMA,27200,Clinker,St Mary's Cement,7/4/2017
LLT,26000,STONE,Ontario Trap Rock,7/4/2017
ALGOMA,28300,ORE,Arcelor Mittal (Dofasco),7/4/2017
ALGOMA,29500,ORE,USS,7/5/2017
LLT,22000,SALT,Windsor Salt,7/5/2017
LLT,18000,STONE,CRH,7/5/2017
ALGOMA,27900,COAL,Arcelor Mittal (Dofasco),7/5/2017
CSL,30889,GRAIN,Viterra,7/5/2017
ALGOMA,29704,GRAIN,Richardson,7/6/2017
LLT,22000,STONE,South West Sales,7/6/2017
ALGOMA,27500,ORE,Arcelor Mittal (Sidbec),7/6/2017
CSL,35881,ILMENITE ORE,QIT,7/6/2017
CSL,29340,SALT,Windsor Salt,7/6/2017
CSL,29135,ORE,Cliffs Inc.,7/6/2017
LLT,22000,SALT,Windsor Salt,7/6/2017
CSL,25098,GRAIN,Viterra,7/6/2017
LLT,18000,STONE,CRH,7/6/2017
ALGOMA,27500,STONE,LafargeHolcim,7/6/2017
CSL,33274,ORE,Stelco,7/7/2017
ALGOMA,28500,STONE,Arcelor Mittal (QCM),7/7/2017
CSL,33945,ORE,Arcelor Mittal (USA),7/7/2017
ALGOMA,27000,ORE,USS,7/7/2017
LLT,18000,STONE,CRH,7/8/2017
ALGOMA,18000,STONE,South West Sales,7/8/2017
CSL,24747,SALT,Windsor Salt,7/8/2017
LLT,26000,ORE,Algoma Steel,7/8/2017
LLT,24000,SALT,Sifto,7/8/2017
LLT,22000,GRAIN,G3,7/8/2017
ALGOMA,28100,ORE,Arcelor Mittal (Dofasco),7/8/2017
ALGOMA,29500,COKE,Koch Carbon,7/8/2017
LLT,22000,GRAIN,ADM Agri,7/8/2017
ALGOMA,27200,STONE,Ontario Trap Rock,7/9/2017
CSL,26068,ORE,USS,7/9/2017
ALGOMA,28800,ORE,Cliffs Inc.,7/9/2017
ALGOMA,27500,ORE,Cliffs Inc.,7/9/2017
LLT,22000,SALT,Windsor Salt,7/9/2017
ALGOMA,28000,COAL,Arcelor Mittal (Dofasco),7/9/2017
LLT,18000,STONE,CRH,7/9/2017
CSL,26442,GRAIN,Viterra,7/9/2017
ALGOMA,27900,SALT,Sifto,7/9/2017
CSL,29423,COAL,Stelco,7/10/2017
ALGOMA,27500,SALT,Sifto,7/10/2017
CSL,34103,GYPSUM,CertainTeed,7/10/2017
CSL,20690,GRAIN,ADM Milling,7/10/2017
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),7/10/2017
CSL,29162,ORE,USS,7/11/2017
LLT,24000,STONE,Ontario Trap Rock,7/11/2017
ALGOMA,18000,STONE,SWS,7/11/2017
LLT,26000,ORE,Algoma Steel,7/11/2017
ALGOMA,29704,ORE,Arcelor Mittal (Dofasco),7/11/2017
ALGOMA,28500,GRAIN,Richardson,7/11/2017
ALGOMA,28500,STONE,MARINER TOWING,7/11/2017
LLT,22000,STONE,LafargeHolcim,7/11/2017
ALGOMA,27200,SALT,Sifto,7/12/2017
ALGOMA,27900,SLAG,CRH,7/12/2017
LLT,18000,STONE,CRH,7/12/2017
LLT,22000,Unknown,Unknown customer,7/12/2017
CSL,30867,GRAIN,Richardson,7/13/2017
CSL,24422,SALT,Windsor Salt,7/13/2017
ALGOMA,27500,SALT,Sifto,7/13/2017
LLT,18000,STONE,CRH,7/13/2017
CSL,22584,GYPSUM,Lehigh,7/13/2017
LLT,26000,ORE,Algoma Steel,7/14/2017
LLT,22000,STONE,South West Sales,7/14/2017
ALGOMA,29650,ORE,Arcelor Mittal (Dofasco),7/14/2017
CSL,30575,SALT,Windsor Salt,7/14/2017
CSL,31719,STONE,OTR,7/14/2017
CSL,29225,SALT,Windsor Salt,7/14/2017
ALGOMA,28000,SALT,Sifto,7/14/2017
CSL,29155,ORE,USS,7/14/2017
CSL,33975,ORE,Arcelor Mittal (USA),7/14/2017
LLT,18000,STONE,CRH,7/15/2017
ALGOMA,28500,STONE,Arcelor Mittal (QCM),7/15/2017
ALGOMA,28300,GRAIN,G3,7/15/2017
ALGOMA,18000,SALT,Sifto,7/15/2017
ALGOMA,29500,ORE,Arcelor Mittal (Dofasco),7/15/2017
ALGOMA,27900,COAL,Arcelor Mittal (Dofasco),7/15/2017
LLT,22000,STONE,SWS,7/16/2017
LLT,24000,COKE,St Mary's Cement,7/16/2017
LLT,18000,STONE,CRH,7/16/2017
CSL,30973,ORE,Stelco,7/16/2017
LLT,22000,SALT,Cargill,7/17/2017
LLT,26000,ORE,Algoma Steel,7/17/2017
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),7/17/2017
ALGOMA,27900,GRAIN,Hansen Mueller,7/17/2017
ALGOMA,28100,ORE,Arcelor Mittal (Dofasco),7/17/2017
CSL,24622,SALT,Windsor Salt,7/17/2017
CSL,31088,ORE,USS,7/17/2017
LLT,25200,GRAIN,Richardson,7/17/2017
ALGOMA,27000,ORE,Arcelor Mittal (USA),7/17/2017
LLT,22000,STONE,LafargeHolcim,7/17/2017
CSL,30923,GRAIN,Viterra,7/18/2017
LLT,18000,SALT,Cargill,7/18/2017
ALGOMA,29500,GYPSUM,CRH,7/18/2017
CSL,26022,ORE,Stelco,7/18/2017
CSL,28616,COAL,Stelco,7/18/2017
CSL,29323,SALT,Windsor Salt,7/18/2017
ALGOMA,27200,Clinker,St Mary's Cement,7/18/2017
LLT,26000,ORE,Algoma Steel,7/18/2017
ALGOMA,29650,GRAIN,Cargill,7/18/2017
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),7/19/2017
ALGOMA,18000,STONE,LafargeHolcim,7/19/2017
ALGOMA,28800,ORE,Arcelor Mittal (USA),7/19/2017
ALGOMA,27900,SLAG,CRH,7/19/2017
CSL,30580,STONE,LafargeHolcim,7/19/2017
ALGOMA,27500,Unknown,UNKNOWN,7/20/2017
LLT,26000,ORE,Algoma Steel,7/20/2017
LLT,22000,STONE,South West Sales,7/20/2017
LLT,24000,STONE,LafargeHolcim,7/20/2017
CSL,31384,SALT,Windsor Salt,7/21/2017
ALGOMA,29500,GRAIN,Cargill,7/21/2017
CSL,31925,ORE,Stelco,7/21/2017
LLT,22000,STONE,Ontario Trap Rock,7/21/2017
CSL,30304,COAL,ROBINDALE,7/21/2017
LLT,26000,SLAG,LafargeHolcim,7/21/2017
CSL,25041,GRAIN,Cargill,7/21/2017
ALGOMA,27500,ORE,USS,7/21/2017
LLT,18000,SALT,Cargill,7/21/2017
ALGOMA,18000,SALT,Sifto,7/21/2017
CSL,30310,ORE,USS,7/22/2017
ALGOMA,28500,COAL,CRH,7/22/2017
ALGOMA,27900,SLAG,St Mary's Cement,7/22/2017
CSL,24674,SALT,Windsor Salt,7/23/2017
ALGOMA,29704,GRAIN,Richardson,7/23/2017
ALGOMA,27200,STONE,Ontario Trap Rock,7/23/2017
ALGOMA,27900,ORE,Arcelor Mittal (Dofasco),7/24/2017
ALGOMA,28000,SLAG,St Mary's Cement,7/24/2017
ALGOMA,18000,STONE,LafargeHolcim,7/24/2017
ALGOMA,29500,SLAG,CRH,7/24/2017
CSL,26136,ORE,Stelco,7/24/2017
CSL,27037,GRAIN,Viterra,7/24/2017
LLT,22000,COKE,Essar,7/24/2017
CSL,26403,GRAIN,Viterra,7/24/2017
LLT,26000,ORE,Algoma Steel,7/25/2017
CSL,29357,SALT,Windsor Salt,7/25/2017
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),7/25/2017
LLT,24000,STONE,LafargeHolcim,7/25/2017
LLT,22000,GRAIN,ADM Agri,7/25/2017
CSL,30504,COAL,Stelco,7/25/2017
LLT,25200,GRAIN,Richardson,7/25/2017
LLT,18000,SALT,Cargill,7/26/2017
ALGOMA,28100,GRAIN,Cargill,7/26/2017
CSL,26449,COKE,Koch Carbon,7/26/2017
CSL,29283,ORE,USS,7/26/2017
ALGOMA,27000,STONE,LafargeHolcim,7/26/2017
ALGOMA,27500,SALT,Sifto,7/27/2017
ALGOMA,18000,SALT,Sifto,7/27/2017
ALGOMA,29500,SALT,Sifto,7/27/2017
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),7/27/2017
LLT,22000,Unknown,Unknown customer,7/27/2017
ALGOMA,28300,ORE,Arcelor Mittal (Dofasco),7/27/2017
ALGOMA,27900,COAL,Arcelor Mittal (Dofasco),7/27/2017
LLT,26000,ORE,Algoma Steel,7/27/2017
CSL,24348,SALT,Windsor Salt,7/28/2017
LLT,22000,COAL,Essar,7/28/2017
LLT,24000,STONE,LafargeHolcim,7/28/2017
ALGOMA,28500,SALT,Sifto,7/28/2017
ALGOMA,27000,STONE,Ontario Trap Rock,7/28/2017
CSL,30333,SALT,Windsor Salt,7/28/2017
ALGOMA,37250,ORE,Arcelor Mittal (Sidbec),7/28/2017
CSL,30631,GRAIN,Richardson,7/29/2017
ALGOMA,27200,Clinker,St Mary's Cement,7/29/2017
CSL,27910,COAL,Stelco,7/29/2017
CSL,28969,ORE,USS,7/29/2017
ALGOMA,29500,ORE,Arcelor Mittal (Dofasco),7/29/2017
ALGOMA,28000,COAL,Teck,7/29/2017
ALGOMA,28500,ORE,USS,7/29/2017
CSL,30939,ORE,Cliffs Inc.,7/30/2017
LLT,18000,STONE,CRH,7/30/2017
LLT,26000,ORE,Algoma Steel,7/30/2017
ALGOMA,29650,ORE,Arcelor Mittal (Dofasco),7/30/2017
LLT,22000,STONE,South West Sales,7/30/2017
CSL,24897,SALT,Windsor Salt,7/30/2017
CSL,29964,GRAIN,ADM AGRI,7/30/2017
CSL,32138,ORE,Stelco,7/31/2017
ALGOMA,27900,COAL,Arcelor Mittal (Dofasco),7/31/2017
ALGOMA,18000,STONE,LafargeHolcim,7/31/2017
LLT,18000,STONE,CRH,7/31/2017
ALGOMA,28800,ORE,Cliffs Inc.,7/31/2017
CSL,30432,ORE,USS,8/1/2017
LLT,24000,COAL,Essar,8/1/2017
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),8/1/2017
CSL,26422,COKE,Koch Carbon,8/1/2017
ALGOMA,27500,ORE,Arcelor Mittal (USA),8/1/2017
ALGOMA,27000,GRAIN,Kraft,8/1/2017
LLT,22000,STONE,LafargeHolcim,8/2/2017
CSL,31250,COAL,Stelco,8/2/2017
ALGOMA,28300,GRAIN,Richardson,8/2/2017
ALGOMA,27200,SLAG,LafargeHolcim,8/2/2017
ALGOMA,37250,ORE,Arcelor Mittal (Sidbec),8/2/2017
ALGOMA,27900,SLAG,CRH,8/2/2017
LLT,26000,ORE,Algoma Steel,8/2/2017
ALGOMA,27500,SALT,Sifto,8/2/2017
LLT,22000,STONE,SWS,8/2/2017
ALGOMA,18000,STONE,Ontario Trap Rock,8/2/2017
CSL,26777,ORE,Stelco,8/3/2017
ALGOMA,29704,ORE,Arcelor Mittal (Dofasco),8/3/2017
LLT,18000,STONE,CRH,8/3/2017
CSL,25412,ORE,USS,8/3/2017
ALGOMA,29500,GRAIN,Cargill,8/3/2017
CSL,29165,ORE,Cliffs Inc.,8/3/2017
ALGOMA,28000,SALT,Sifto,8/3/2017
LLT,26000,ORE,Algoma Steel,8/4/2017
ALGOMA,27900,ORE,Cliffs Inc.,8/4/2017
LLT,22000,POTASH,Mosaic,8/4/2017
LLT,22000,STONE,South West Sales,8/4/2017
ALGOMA,27000,STONE,USS,8/4/2017
ALGOMA,28100,ORE,Arcelor Mittal (Dofasco),8/4/2017
CSL,18007,GRAIN,ADM Milling,8/4/2017
ALGOMA,28500,ORE,USS,8/4/2017
ALGOMA,29650,GRAIN,Cargill,8/5/2017
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),8/5/2017
ALGOMA,18000,SALT,Sifto,8/5/2017
LLT,26000,ORE,Algoma Steel,8/6/2017
ALGOMA,27900,COAL,Arcelor Mittal (Dofasco),8/6/2017
CSL,32013,ORE,Stelco,8/6/2017
LLT,18000,SLAG,CRH,8/7/2017
CSL,32268,ORE,Stelco,8/7/2017
CSL,35327,STONE,Great Eastern,8/7/2017
ALGOMA,37250,ORE,Arcelor Mittal (Sidbec),8/7/2017
CSL,26585,GRAIN,Cargill,8/7/2017
CSL,33976,ORE,Stelco,8/7/2017
CSL,30668,GRAIN,Viterra,8/7/2017
ALGOMA,27000,ORE,Arcelor Mittal (Dofasco),8/8/2017
ALGOMA,29704,GRAIN,Richardson,8/8/2017
ALGOMA,29500,STONE,Arcelor Mittal (QCM),8/8/2017
LLT,24000,SALT,Sifto,8/8/2017
LLT,22000,STONE,LafargeHolcim,8/8/2017
LLT,26000,ORE,Algoma Steel,8/9/2017
ALGOMA,28100,GRAIN,G3,8/9/2017
ALGOMA,18000,STONE,Ontario Trap Rock,8/9/2017
ALGOMA,28000,SALT,Sifto,8/9/2017
ALGOMA,28800,COAL,Arcelor Mittal (Dofasco),8/9/2017
CSL,29176,ORE,USS,8/10/2017
LLT,26000,ORE,Algoma Steel,8/10/2017
LLT,26000,ORE,Algoma Steel,8/10/2017
ALGOMA,27900,SLAG,LafargeHolcim,8/10/2017
CSL,26114,ORE,Stelco,8/10/2017
LLT,18000,STONE,CRH,8/10/2017
ALGOMA,28500,GYPSUM,US Gypsum,8/10/2017
LLT,22000,STONE,Ontario Trap Rock,8/11/2017
LLT,25200,GRAIN,Richardson,8/11/2017
LLT,22000,STONE,South West Sales,8/11/2017
LLT,22000,GRAIN,ADM Agri,8/11/2017
CSL,31016,GRAIN,Viterra,8/11/2017
CSL,35546,STONE,MARINER TOWING,8/12/2017
ALGOMA,18000,STONE,Ontario Trap Rock,8/12/2017
CSL,26758,ORE,USS,8/12/2017
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),8/12/2017
ALGOMA,28500,ORE,Arcelor Mittal (USA),8/13/2017
CSL,35025,ORE,Stelco,8/13/2017
ALGOMA,29650,ORE,Arcelor Mittal (Dofasco),8/13/2017
CSL,25666,ORE,USS,8/13/2017
LLT,22000,SALT,Sifto,8/13/2017
CSL,27358,COAL,Stelco,8/13/2017
LLT,18000,STONE,CRH,8/13/2017
LLT,22000,STONE,South West Sales,8/13/2017
ALGOMA,27900,SALT,Sifto,8/13/2017
ALGOMA,29500,ORE,Arcelor Mittal (Dofasco),8/14/2017
LLT,26000,ORE,Algoma Steel,8/14/2017
ALGOMA,37250,ORE,Arcelor Mittal (Sidbec),8/14/2017
LLT,24000,COAL,Unknown customer,8/14/2017
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),8/14/2017
CSL,34828,GYPSUM,CertainTeed,8/15/2017
ALGOMA,27500,SALT,Sifto,8/15/2017
ALGOMA,29501,ORE,Arcelor Mittal (Dofasco),8/15/2017
CSL,32745,ORE,Stelco,8/15/2017
ALGOMA,27200,SALT,Sifto,8/15/2017
ALGOMA,18000,POTASH,Potash Corp,8/15/2017
LLT,22000,STONE,LafargeHolcim,8/15/2017
CSL,34089,ORE,Stelco,8/15/2017
LLT,22000,Unknown,Unknown Customer,8/16/2017
ALGOMA,28800,COAL,CRH,8/16/2017
LLT,18000,STONE,CRH,8/16/2017
LLT,22000,SALT,Sifto,8/16/2017
ALGOMA,27900,COAL,Graymont,8/17/2017
LLT,26000,ORE,Algoma Steel,8/17/2017
CSL,29452,COAL,Stelco,8/17/2017
ALGOMA,27000,ORE,USS,8/17/2017
ALGOMA,27500,SLAG,Essar,8/17/2017
CSL,24528,STONE,LafargeHolcim,8/17/2017
CSL,29167,ORE,Cliffs Inc.,8/17/2017
CSL,26383,COKE,Koch Carbon,8/17/2017
ALGOMA,28000,SALT,Sifto,8/17/2017
LLT,24000,COAL,Essar,8/17/2017
ALGOMA,29650,GRAIN,Cargill,8/17/2017
LLT,22000,STONE,Ontario Trap Rock,8/18/2017
CSL,30246,STONE,OTR,8/18/2017
LLT,26000,ORE,Algoma Steel,8/18/2017
CSL,25483,ORE,USS,8/18/2017
LLT,22000,GRAIN,Kraft,8/18/2017
ALGOMA,28300,ORE,USS,8/18/2017
ALGOMA,28500,ORE,Arcelor Mittal (Dofasco),8/19/2017
LLT,18000,STONE,CRH,8/19/2017
ALGOMA,37250,ORE,Arcelor Mittal (Sidbec),8/19/2017
LLT,22000,STONE,South West Sales,8/19/2017
LLT,26000,ORE,Algoma Steel,8/19/2017
ALGOMA,27200,SALT,Sifto,8/20/2017
ALGOMA,29501,GRAIN,Richardson,8/20/2017
ALGOMA,27500,SALT,Sifto,8/20/2017
LLT,22000,SALT,Sifto,8/21/2017
ALGOMA,18000,SLAG,LafargeHolcim,8/21/2017
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),8/21/2017
ALGOMA,27900,SLAG,CRH,8/21/2017
ALGOMA,28500,GRAIN,P & H,8/21/2017
CSL,34538,ORE,Stelco,8/21/2017
LLT,18000,STONE,CRH,8/21/2017
CSL,26134,ORE,Stelco,8/21/2017
ALGOMA,27500,COAL,Teck,8/21/2017
ALGOMA,28100,ORE,Arcelor Mittal (Dofasco),8/21/2017
CSL,29150,ORE,USS,8/21/2017
LLT,22000,STONE,SWS,8/22/2017
CSL,30856,ORE,USS,8/22/2017
LLT,22000,STONE,LafargeHolcim,8/22/2017
CSL,29248,COKE,RTSA,8/22/2017
ALGOMA,28800,ORE,Arcelor Mittal (USA),8/23/2017
LLT,24000,STONE,Ontario Trap Rock,8/23/2017
ALGOMA,29500,STONE,Arcelor Mittal (QCM),8/23/2017
CSL,20071,GRAIN,ADM Milling,8/23/2017
ALGOMA,29704,ORE,Arcelor Mittal (Dofasco),8/23/2017
LLT,22000,STONE,Ontario Trap Rock,8/23/2017
CSL,31254,ORE,USS,8/24/2017
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),8/24/2017
ALGOMA,37250,ORE,Arcelor Mittal (Sidbec),8/24/2017
CSL,30219,COAL,Stelco,8/24/2017
ALGOMA,27900,COAL,Arcelor Mittal (Dofasco),8/24/2017
LLT,18000,STONE,CRH,8/24/2017
CSL,31011,ORE,Cliffs Inc.,8/24/2017
CSL,40774,ILMENITE ORE,QIT,8/24/2017
LLT,25200,GRAIN,Richardson,8/24/2017
LLT,22000,Unknown,Unknown customer,8/25/2017
LLT,22000,STONE,South West Sales,8/25/2017
LLT,22000,SALT,Cargill,8/25/2017
LLT,24000,GRAIN,Kraft,8/25/2017
ALGOMA,27900,SALT,Sifto,8/25/2017
LLT,18000,STONE,CRH,8/26/2017
LLT,26000,ORE,Algoma Steel,8/26/2017
ALGOMA,27500,SLAG,St Mary's Cement,8/26/2017
ALGOMA,28500,SALT,Sifto,8/26/2017
ALGOMA,18000,STONE,South West Sales,8/27/2017
CSL,27461,COAL,Stelco,8/27/2017
CSL,25693,GRAIN,Viterra,8/27/2017
ALGOMA,29704,GRAIN,G3,8/27/2017
LLT,18000,STONE,CRH,8/27/2017
ALGOMA,27200,SALT,Sifto,8/27/2017
CSL,26307,COKE,Koch Carbon,8/27/2017
CSL,25948,ORE,Stelco,8/28/2017
CSL,22475,SLAG,CRISTAL,8/28/2017
ALGOMA,27000,ORE,Arcelor Mittal (Dofasco),8/28/2017
LLT,22000,COKE,USS,8/29/2017
ALGOMA,28000,SALT,Sifto,8/29/2017
LLT,18000,STONE,CRH,8/29/2017
ALGOMA,27900,COAL,Arcelor Mittal (Dofasco),8/29/2017
ALGOMA,28500,ORE,Arcelor Mittal (Dofasco),8/29/2017
ALGOMA,29650,ORE,Arcelor Mittal (Dofasco),8/29/2017
LLT,26000,ORE,Algoma Steel,8/29/2017
LLT,24000,COAL,Essar,8/29/2017
LLT,24000,STONE,Ontario Trap Rock,8/29/2017
LLT,22000,GRAIN,Kraft,8/29/2017
LLT,22000,COAL,Essar,8/29/2017
ALGOMA,27500,SALT,Sifto,8/29/2017
ALGOMA,28500,ORE,USS,8/29/2017
CSL,33114,ORE,Stelco,8/30/2017
ALGOMA,28300,ORE,Arcelor Mittal (Dofasco),8/30/2017
CSL,31665,ORE,Stelco,8/30/2017
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),8/30/2017
LLT,18000,STONE,CRH,8/30/2017
